movieId;title;transacao_json;quantidade_itens
66371;Departures (Okuribito) (2008);"[""avaliacao_alta"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
66509;Funny People (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
66785;Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_faroeste"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
66934;Dr. Horrible's Sing-Along Blog (2008);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_musical"", ""periodo_2000_2009"", ""popularidade_media""]";7
67087;I Love You, Man (2009);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";4
67197;Knowing (2009);"[""avaliacao_baixa"", ""genero_acao"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";8
67255;Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
67408;Monsters vs. Aliens (2009);"[""avaliacao_media"", ""genero_animacao"", ""genero_ficcao_cientifica"", ""genero_imax"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
67734;Adventureland (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
67923;Fast & Furious (Fast and the Furious 4, The) (2009);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
67997;In the Loop (2009);"[""avaliacao_alta"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
68073;Pirate Radio (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
68135;17 Again (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
68157;Inglourious Basterds (2009);"[""avaliacao_alta"", ""genero_acao"", ""genero_drama"", ""genero_guerra"", ""periodo_2000_2009"", ""popularidade_alta""]";6
68205;Crank: High Voltage (2009);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
68237;Moon (2009);"[""avaliacao_media"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
68319;X-Men Origins: Wolverine (2009);"[""avaliacao_baixa"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";6
68358;Star Trek (2009);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_imax"", ""periodo_2000_2009"", ""popularidade_alta""]";7
68554;Angels & Demons (2009);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
68659;Fanboys (2009);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
68791;Terminator Salvation (2009);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
68793;Night at the Museum: Battle of the Smithsonian (2009);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_imax"", ""periodo_2000_2009"", ""popularidade_media""]";6
68952;Drag Me to Hell (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
68954;Up (2009);"[""avaliacao_alta"", ""genero_animacao"", ""genero_aventura"", ""genero_drama"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_alta""]";7
69069;Fired Up (2009);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
69122;Hangover, The (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""periodo_2000_2009"", ""popularidade_alta""]";5
69134;Antichrist (2009);"[""avaliacao_media"", ""genero_drama"", ""genero_fantasia"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
69278;Land of the Lost (2009);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
69306;Taking of Pelham 1 2 3, The (2009);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
69406;Proposal, The (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
69436;Year One (2009);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
69481;Hurt Locker, The (2008);"[""avaliacao_alta"", ""genero_acao"", ""genero_drama"", ""genero_guerra"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
69526;Transformers: Revenge of the Fallen (2009);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_imax"", ""periodo_2000_2009"", ""popularidade_media""]";7
69640;Public Enemies (2009);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
69644;Ice Age: Dawn of the Dinosaurs (2009);"[""avaliacao_baixa"", ""genero_acao"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""genero_infantil"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";9
69757;(500) Days of Summer (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";6
69784;Brüno (Bruno) (2009);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_media""]";4
69844;Harry Potter and the Half-Blood Prince (2009);"[""avaliacao_media"", ""genero_aventura"", ""genero_fantasia"", ""genero_imax"", ""genero_misterio"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_alta""]";8
69951;Imaginarium of Doctor Parnassus, The (2009);"[""avaliacao_media"", ""genero_drama"", ""genero_fantasia"", ""periodo_2000_2009"", ""popularidade_media""]";5
70183;Ugly Truth, The (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";6
70286;District 9 (2009);"[""avaliacao_media"", ""genero_ficcao_cientifica"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_alta""]";6
70293;Julie & Julia (2009);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";6
70336;G.I. Joe: The Rise of Cobra (2009);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
70599;Time Traveler's Wife, The (2009);"[""avaliacao_media"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
71033;Secret in Their Eyes, The (El secreto de sus ojos) (2009);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_misterio"", ""genero_romance"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";8
71057;9 (2009);"[""avaliacao_media"", ""genero_animacao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""periodo_2000_2009"", ""popularidade_media""]";6
71106;Frequently Asked Questions About Time Travel (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
71135;Pandorum (2009);"[""avaliacao_media"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
71156;Men Who Stare at Goats, The (2009);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
71254;Gamer (2009);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
71264;Cloudy with a Chance of Meatballs (2009);"[""avaliacao_media"", ""genero_animacao"", ""genero_fantasia"", ""genero_imax"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_media""]";7
71282;Food, Inc. (2008);"[""avaliacao_media"", ""genero_documentario"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
71379;Paranormal Activity (2009);"[""avaliacao_media"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
71464;Serious Man, A (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";5
71518;Whip It (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
71520;Invention of Lying, The (2009);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
71530;Surrogates (2009);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";6
71535;Zombieland (2009);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_alta""]";6
71579;Education, An (2009);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
71745;Where the Wild Things Are (2009);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_drama"", ""genero_fantasia"", ""genero_imax"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_media""]";8
71838;Law Abiding Citizen (2009);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
71899;Mary and Max (2009);"[""avaliacao_alta"", ""genero_animacao"", ""genero_comedia"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";6
72011;Up in the Air (2009);"[""avaliacao_media"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";5
72226;Fantastic Mr. Fox (2009);"[""avaliacao_alta"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""genero_crime"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_media""]";8
72378;2012 (2009);"[""avaliacao_baixa"", ""genero_acao"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_media""]";7
72407;Twilight Saga: New Moon, The (2009);"[""avaliacao_baixa"", ""genero_drama"", ""genero_fantasia"", ""genero_romance"", ""genero_suspense"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";8
72605;Brothers (2009);"[""avaliacao_media"", ""genero_drama"", ""genero_guerra"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
72641;Blind Side, The (2009);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_media""]";4
72733;Invictus (2009);"[""avaliacao_media"", ""genero_drama"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
72737;Princess and the Frog, The (2009);"[""avaliacao_media"", ""genero_animacao"", ""genero_fantasia"", ""genero_infantil"", ""genero_musical"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_media""]";8
72998;Avatar (2009);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_imax"", ""periodo_2000_2009"", ""popularidade_alta""]";7
73017;Sherlock Holmes (2009);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_alta""]";7
73023;Crazy Heart (2009);"[""avaliacao_alta"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
73266;Youth in Revolt (2009);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
73268;Daybreakers (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_suspense"", ""genero_terror"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
73319;Leap Year (2010);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
73321;Book of Eli, The (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_media""]";6
73323;Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009);"[""avaliacao_alta"", ""genero_acao"", ""genero_crime"", ""genero_misterio"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
74458;Shutter Island (2010);"[""avaliacao_alta"", ""genero_drama"", ""genero_misterio"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_alta""]";6
74530;Percy Jackson & the Olympians: The Lightning Thief (2010);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_fantasia"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
74532;Cop Out (2010);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
74545;Ghost Writer, The (2010);"[""avaliacao_media"", ""genero_drama"", ""genero_misterio"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
74789;Alice in Wonderland (2010);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_fantasia"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_media""]";6
74795;Green Zone (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_guerra"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
74868;Dorian Gray (2009);"[""avaliacao_media"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_terror"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
74946;She's Out of My League (2010);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
75805;Bounty Hunter, The (2010);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
75985;Repo Men (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
76077;Hot Tub Time Machine (2010);"[""avaliacao_media"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""periodo_2010_2018"", ""popularidade_media""]";5
76093;How to Train Your Dragon (2010);"[""avaliacao_media"", ""genero_animacao"", ""genero_aventura"", ""genero_fantasia"", ""genero_imax"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_alta""]";8
76175;Clash of the Titans (2010);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""genero_fantasia"", ""periodo_2010_2018"", ""popularidade_media""]";7
76251;Kick-Ass (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_media""]";5
76293;Date Night (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";6
77455;Exit Through the Gift Shop (2010);"[""avaliacao_alta"", ""genero_comedia"", ""genero_documentario"", ""periodo_2010_2018"", ""popularidade_media""]";5
77561;Iron Man 2 (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";8
77800;Four Lions (2010);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
77866;Robin Hood (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""genero_guerra"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";8
78039;Blue Valentine (2010);"[""avaliacao_baixa"", ""genero_drama"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
78105;Prince of Persia: The Sands of Time (2010);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_fantasia"", ""genero_imax"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";8
78209;Get Him to the Greek (2010);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_media""]";4
78349;Exam (2009);"[""avaliacao_media"", ""genero_misterio"", ""genero_suspense"", ""periodo_2000_2009"", ""popularidade_baixa""]";5
78469;A-Team, The (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";6
78499;Toy Story 3 (2010);"[""avaliacao_alta"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""genero_fantasia"", ""genero_imax"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_alta""]";9
78574;Winter's Bone (2010);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
78637;Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010);"[""avaliacao_media"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""genero_fantasia"", ""genero_imax"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_baixa""]";9
78772;Twilight Saga: Eclipse, The (2010);"[""avaliacao_baixa"", ""genero_fantasia"", ""genero_imax"", ""genero_romance"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";7
78893;Last Airbender, The (2010);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_fantasia"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
79008;South Park: Imaginationland (2008);"[""avaliacao_alta"", ""genero_animacao"", ""genero_comedia"", ""genero_fantasia"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
79057;Predators (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";6
79091;Despicable Me (2010);"[""avaliacao_media"", ""genero_animacao"", ""genero_comedia"", ""genero_crime"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_media""]";7
79132;Inception (2010);"[""avaliacao_alta"", ""genero_acao"", ""genero_crime"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_misterio"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_alta""]";10
79134;Grown Ups (2010);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_media""]";4
79139;Sorcerer's Apprentice, The (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_fantasia"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_media""]";8
79185;Knight and Day (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
79224;Karate Kid, The (2010);"[""avaliacao_baixa"", ""genero_acao"", ""genero_drama"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
79242;Kids Are All Right, The (2010);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
79293;Salt (2010);"[""avaliacao_baixa"", ""genero_acao"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";5
79357;Mr. Nobody (2009);"[""avaliacao_alta"", ""genero_drama"", ""genero_fantasia"", ""genero_ficcao_cientifica"", ""genero_romance"", ""periodo_2000_2009"", ""popularidade_baixa""]";7
79428;Dinner for Schmucks (2010);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
79553;Ip Man 2 (2010);"[""avaliacao_media"", ""genero_acao"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
79592;Other Guys, The (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_media""]";5
79695;Expendables, The (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";6
79702;Scott Pilgrim vs. the World (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_fantasia"", ""genero_musical"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";8
80166;Switch, The (2010);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
80219;Machete (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_crime"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";8
80363;Resident Evil: Afterlife (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_suspense"", ""genero_terror"", ""periodo_2010_2018"", ""popularidade_baixa""]";8
80463;Social Network, The (2010);"[""avaliacao_media"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_alta""]";4
80489;Town, The (2010);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";6
80549;Easy A (2010);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";5
80693;It's Kind of a Funny Story (2010);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
80831;Let Me In (2010);"[""avaliacao_media"", ""genero_drama"", ""genero_misterio"", ""genero_terror"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
80860;Life as We Know It (2010);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
80906;Inside Job (2010);"[""avaliacao_alta"", ""genero_documentario"", ""periodo_2010_2018"", ""popularidade_media""]";4
81156;Jackass 3D (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_documentario"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
81229;Red (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_media""]";5
81417;Paranormal Activity 2 (2010);"[""avaliacao_media"", ""genero_imax"", ""genero_terror"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
81537;Due Date (2010);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_media""]";4
81562;127 Hours (2010);"[""avaliacao_media"", ""genero_aventura"", ""genero_drama"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";6
81564;Megamind (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_animacao"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_media""]";9
81591;Black Swan (2010);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";5
81782;Unstoppable (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
81784;Morning Glory (2010);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
81788;Next Three Days, The (2010);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_romance"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
81834;Harry Potter and the Deathly Hallows: Part 1 (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_fantasia"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_media""]";7
81845;King's Speech, The (2010);"[""avaliacao_alta"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_alta""]";4
81847;Tangled (2010);"[""avaliacao_media"", ""genero_animacao"", ""genero_comedia"", ""genero_fantasia"", ""genero_imax"", ""genero_infantil"", ""genero_musical"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";10
81932;Fighter, The (2010);"[""avaliacao_media"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_media""]";4
82167;Love and Other Drugs (2010);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
82169;Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010);"[""avaliacao_media"", ""genero_aventura"", ""genero_fantasia"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
82202;Tourist, The (2010);"[""avaliacao_baixa"", ""genero_drama"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
82459;True Grit (2010);"[""avaliacao_media"", ""genero_faroeste"", ""periodo_2010_2018"", ""popularidade_media""]";4
82461;Tron: Legacy (2010);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_media""]";7
82852;Little Fockers (2010);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
82854;Gulliver's Travels (2010);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_comedia"", ""genero_fantasia"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
83134;Tucker & Dale vs Evil (2010);"[""avaliacao_media"", ""genero_comedia"", ""genero_terror"", ""periodo_2010_2018"", ""popularidade_media""]";5
83349;Green Hornet, The (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""genero_fantasia"", ""genero_imax"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";9
83613;Cowboys & Aliens (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_faroeste"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";8
83803;Day & Night (2010);"[""avaliacao_alta"", ""genero_animacao"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
84152;Limitless (2011);"[""avaliacao_media"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";5
84374;No Strings Attached (2011);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";5
84392;Lincoln Lawyer, The (2011);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";6
84601;Unknown (2011);"[""avaliacao_media"", ""genero_drama"", ""genero_misterio"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
84772;Paul (2011);"[""avaliacao_media"", ""genero_aventura"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""periodo_2010_2018"", ""popularidade_media""]";6
